SEID,LUID,Full Name,Name Type,IMO Number,Current Believed Flag,Previous Flags,Type,Tonnage,Length,Year Built,Current Owner/Operators,Previous Owner/Operators,Other Information,UK Statement of Reasons
#0049697,RUS2815,SI HE,Primary Name,9378618.0,,,,,,2008.0,Loengo Shipping & Trader Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9378618 ('Si He') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9378618 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049698,RUS2816,SIKAR,Primary Name,9419137.0,Comoros,,Oil Tanker,,,2010.0,Glory Shipping HK Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9419137 ('Sikar') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9419137 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049699,RUS2817,BUDDHA,Primary Name,9283306.0,Antigua and Barbuda,,,,,2004.0,SEASAILOR HOLDINGS LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9283306 ('Buddha') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9283306 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049700,RUS2818,CANARA,Primary Name,9411331.0,Comoros,,,,,2009.0,Prominent Shipmanagement Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9411331 ('Canara') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9411331 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049701,RUS2819,CANGJIE,Primary Name,9299680.0,India,,,,,2005.0,OZEEVO SHIPPING IFSC PVT LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9299680 ('Cangjie') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9299680 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049702,RUS2820,KAPITAN KOSTICHEV,Primary Name,9301392.0,Russia,,,,,2005.0,Nova Shipmanagement LLC-FZ,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9301392 ('Kapitan Kostichev') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9301392 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049703,RUS2821,ARIA,Primary Name,9327360.0,,,,,,2006.0,Maritime Ship Trade Co,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9327360 ('Aria') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9327360 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049704,RUS2822,CENTURION,Primary Name,9380673.0,Sierra Leone,,,,,2008.0,Cascade Collective Corp,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9380673 ('Centurion') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9380673 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049705,RUS2823,CILICIA,Primary Name,9171175.0,Russia,,,,,2000.0,,RP-SHIPPING LLC,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9171175 ('Cilicia') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9171175 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049706,RUS2824,CINDY,Primary Name,9270517.0,Barbados,,,,,2003.0,ANAHITA SHIPPING LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9270517 ('Cindy') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9270517 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049707,RUS2825,DANSHUI,Primary Name,9589750.0,Comoros,,,,,2011.0,HAIMA SHIPPING LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9589750 ('Danshui') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9589750 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049708,RUS2826,DESTAMAR,Primary Name,9253894.0,Antigua and Barbuda,,,,,2002.0,WAVEVOYAGE VENTURES LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9253894 ('Destamar') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9253894 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049709,RUS2827,DEYNA,Primary Name,9299903.0,,,,,,2005.0,Sino Ship Management Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9299903 ('Deyna') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9299903 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049710,RUS2828,DMITRY POKROVSKY,Primary Name,9683726.0,Russia,,,,,2014.0,VOLGOTRANS,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9683726 ('Dmitry Pokrovsky') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9683726 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049711,RUS2829,KATIUSKA,Primary Name,9236004.0,Panama,,Oil Tanker,,,2002.0,Elite Marine Ship Management,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9236004 ('Katiuska') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9236004 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049712,RUS2830,KAZAN,Primary Name,9258002.0,Russia,,Oil Tanker,,,2003.0,Invest Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9258002 ('Kazan') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9258002 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049713,RUS2831,KOEN,Primary Name,9199127.0,,,,,,2000.0,Lucky Union Marine Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9199127 ('Koen') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9199127 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049714,RUS2832,KORD ATLANTIC,Primary Name,9299161.0,Russia,,Oil Tanker,,,2004.0,Kord-Bunker Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9299161 ('Kord Atlantic') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9299161 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049715,RUS2833,PRUDENCE,Primary Name,9271585.0,Comoros,,Oil Tanker,,,2004.0,YO SHUI MARINE LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9271585 ('PRUDENCE') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9271585 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049716,RUS2834,KRUGER,Primary Name,9412995.0,,,,,,2009.0,HEMSWORTH LOGISTICS FZE,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9412995 ('Kruger') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9412995 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049717,RUS2835,KRYMSK,Primary Name,9270529.0,Russia,,Oil Tanker,,,2003.0,Invest Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9270529 ('Krymsk') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9270529 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049718,RUS2836,KUPAVA,Primary Name,9749154.0,Russia,,Oil Tanker,,,2017.0,MAZK MANAGEMENT LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9749154 ('Kupava') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9749154 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049719,RUS2837,LIGOVSKY PROSPECT,Primary Name,9256066.0,Russia,,Oil Tanker,,,2003.0,SOUTH FLEET LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9256066 ('Ligovsky Prospect') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9256066 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049720,RUS2838,LILY,Primary Name,9294331.0,Panama,,Oil Tanker,,,2005.0,CONFIDENT APEX LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9294331 ('Lily') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9294331 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049721,RUS2839,NS LEADER,Primary Name,9339301.0,Russia,,Oil Tanker,,,2007.0,Invest Fleet Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9339301 ('NS Leader') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9339301 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049722,RUS2840,LONG BAI,Primary Name,9388754.0,,,,,,2008.0,XINGFU HAI SHIPPING LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9388754 ('Long Bai') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9388754 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049723,RUS2841,LUNAR TIDE,Primary Name,9277735.0,,,,,,2004.0,WEST MARITIME SERVICES AND TRADING INC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9277735 ('Lunar Tide') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9277735 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049724,RUS2842,LYRA,Primary Name,9314088.0,,,,,,2004.0,Coureage Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9314088 ('Lyra') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9314088 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049725,RUS2843,SEABASS,Primary Name,9266750.0,Barbados,,,,,2004.0,Lidoil DMCC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9266750 ('Seabass') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9266750 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049726,RUS2844,MAKALU,Primary Name,9314105.0,Comoros,,,,,2005.0,DOUBLE HARMONY MARINE CORP,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9314105 ('Makalu') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9314105 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049727,RUS2845,MALAK,Primary Name,9378632.0,Comoros,,,,,2009.0,CHENG SHIPPING & TRADER LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9378632 ('Malak') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9378632 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049728,RUS2846,MANTA,Primary Name,9424651.0,Sierra Leone,,,,,2009.0,SOFT BREEZE NAVIGATION CORP,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9424651 ('Manta') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9424651 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049729,RUS2847,MERCURY,Primary Name,9321706.0,Gabon,,,,,2006.0,GESSI MARITIME CORP,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9321706 ('Mercury') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9321706 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049730,RUS2848,XANTHOS EOS,Primary Name,9231212.0,,,,,,2002.0,MERLUZA GROUP LTD,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9231212 ('Xanthos Eos') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9231212 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049731,RUS2849,MEROPE,Primary Name,9281891.0,,,,,,2003.0,Shanghai Future Ship Mgmt Co,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9281891 ('Merope') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9281891 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049732,RUS2850,MERU,Primary Name,9187227.0,Comoros,,,,,2000.0,HARMONY GROVE CORP,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9187227 ('Meru') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9187227 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049733,RUS2851,MIN HANG,Primary Name,9257137.0,,,,,,2003.0,Shanghai Legendary Ship Mgmt,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9257137 ('Min Hang') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9257137 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049734,RUS2852,AGNI,Primary Name,9337389.0,Comoros,,,,,2007.0,Oceanlink Maritime DMCC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9337389 ('Agni') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9337389 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049735,RUS2853,AKADEMIC GUBKIN,Primary Name,9842190.0,,,,,,2023.0,ROSNEFTEFLOT JSC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9842190 ('Akademik Gubkin') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9842190 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049736,RUS2854,ALMOND,Primary Name,9385142.0,Comoros,,,,,2009.0,Orchid Shipmanagement LLC-FZ,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9385142 ('Almond') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9385142 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049737,RUS2855,AMBER 6,Primary Name,9235713.0,,,,,,2003.0,Degonia Co Ltd,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9235713 ('Amber 6') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9235713 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049738,RUS2856,AQUATICA,Primary Name,9299769.0,Comoros,,,,,2005.0,Celestial Star Corp,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9299769 ('Aquatica') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9299769 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049739,RUS2857,ARIADNE,Primary Name,9397547.0,Barbados,,,,,2008.0,Fornax Ship Management,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9397547 ('Ariadne') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9397547 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049740,RUS2858,ARNO BABAJANYAN,Primary Name,9163764.0,Russia,,,,,1999.0,Morskoy Standart-Bunker LLC,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9163764 ('Arno Babajanyan') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9163764 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
#0049741,RUS2859,AVIOR,Primary Name,9164512.0,Russia,,,,,1999.0,LUKOIL BUNKER,,"Shipping sanctions: a specified ship is prohibited from being provided with access to or having its master or pilot cause it to enter a port in the UK, may have its registration on the UK Ship Register terminated, and a master or pilot of a specified ship may be given a port barring direction, a detention direction, and a port entry direction or a movement direction.","IMO 9164512 ('Avior') is, has been or is likely to be involved in activity whose object or effect is to destabilise Ukraine or undermine or threaten the territorial integrity, sovereignty or independence of Ukraine or to obtain a benefit from or support the Government of Russia. Namely, 9164512 is involved in carrying oil or oil products that originated in Russia from Russia to a third country."
