SEID,Full Name,Designation Type
#0051106,NILANGA,Ship
#0051107,"SUZHOU GOODWILL MACHINERY EQUIPMENT CO., LTD.",Entity
#0051108,"SUZHOU GEDEWAY MACHINERY EQUIPMENT CO., LTD.",Entity
#0051108,"SUZHOU GODWAY MACHINERY EQUIPMENT CO., LTD.",Entity
#0051110,URIEL,Ship
#0051111,VELORA,Ship
#0051112,IMEDI TV,Entity
#0050154,IMEDI,Entity
#0051114,AS CALCUTTA,Ship
#0051115,HANSON,Ship
#0051116,INNOVATOR,Ship
#0051117,LIMITED LIABILITY COMPANY MIDAX GROUP,Entity
#0051118,LIMITED LIABILITY COMPANY MIDAX GROUP,Entity
#0051119,MIDAX GROUP,Entity
#0051120,MIDAX GROUP,Entity
#0051120,MIDAX GROUP LLC,Entity
#0051119,MIDAX GROUP LLC,Entity
#0051123,Mikhail Vladimirovich GRISHCHENKO,Individual
#0051124,"TAB CORPORATION (THAILAND) CO., LTD",Entity
#0051125,JEWEL,Ship
#0051126,JIN HUI,Ship
#0051127,TYCHE 1,Ship
#0051128,LIMITED LIABILITY COMPANY BANK TOCHKA,Entity
#0051132,LLC 'BANK TOCHKA',Entity
#0051136,TOCHKA BANK LIMTED LIABILITY COMPANY,Entity
#0051132,TOCHKA BANK LLC,Entity
#0051144,POST BANK JOINT-STOCK COMPANY,Entity
#0051144,Joint Stock Company 'Pochta Bank',Entity
#0051144,Joint-stock company 'Post Bank',Entity
#0051144,JSC 'Post Bank,Entity
#0051144,LETO BANK,Entity
#0051144,Post Bank JSC,Entity
#0051150,"DALIAN UNITECH TRADING CO., LTD",Entity
#0051151,"DALIAN UNITEC TRADING CO., LTD.",Entity
#0051152,JOINT-STOCK COMPANY COMMERCIAL BANK LANTA-BANK,Entity
#0051158,JSCB Lanta-Bank (JSC),Entity
#0051164,SINARA BANK JOINT STOCK COMPANY,Entity
#0051164,BANK SINARA,Entity
#0051164,JOINT-STOCK COMPANY BANK SINARA,Entity
#0051260,SINARA BANK JSC,Entity
#0051292,SVERDLOVSK COMMERCIAL BANK,Entity
#0051324,Grant Arshavirovich AKOPOV,Individual
#0051330,Grant Akopov,Individual
#0051336,Oleg Igorevich FISHELEV,Individual
#0051342,Oleg Igorevich FISHELEV,Individual
#0051348,Igor Yakovlevich FISHELEV,Individual
#0051349,Igor Yakovlevich FISHELEV,Individual
#0051350,ZEPTO MICROWAVE AND CHIP DEVICES ASSEMBLY LLP,Entity
#0051353,"SHENZHEN SOWIN PRECISION MACHINE TOOL CO., LTD",Entity
#0051383,"SHENZHEN SHUOFANG PRECISION MACHINERY CO., LTD.",Entity
#0051353,SHENZHEN SOWIN PRECISION MACHINE TOOL CO LTD,Entity
#0051443,JIANGSU QIANZHU MACHINERY CO LTD,Entity
#0051449,JIANGSU QIANZHU MACHINERY MANUFACTURING CO LTD,Entity
#0051455,"NINGBO SKY MASTER PRECISION MACHINERY CO., LTD",Entity
#0051455,NINGBO SKY MASTER PRECISION MACHINERY CO LTD,Entity
#0051459,LLC PALFINGER SANI CRANES,Entity
#0051461,LLC PALFINGER SANI CRANES,Entity
#0051463,ROSATOM ENERGY PROJECTS JOINT STOCK COMPANY,Entity
#0051464,RUSATOM ENERGY PROJECTS JSC,Entity
#0051465,REIN ENGINEERING JSC,Entity
#0051466,REIN ENGINEERING JSC,Entity
#0051467,Rusatom Energy International Engineering Joint Stock Company,Entity
#0051468,Rusatom Energy International Engineering Joint Stock Company,Entity
#0051469,Andrey Valeryevich ROZHDESTVIN,Individual
#0051470,Andrei Valerievich ROZHDESTVIN,Individual
#0051471,JSC RUSATOM OVERSEAS,Entity
#0051472,RUSATOM OVERSEAS CJSC,Entity
#0051473,Ilya Aleksandrovich VERGIZAEV,Individual
#0051474,PJSC TRANSNEFT,Entity
#0051475,OAO AK TRANSNEFT,Entity
#0051475,PUBLIC JOINT STOCK COMPANY TRANSNEFT,Entity
#0051477,ADITYA,Ship
#0051478,ALTURA,Ship
#0051479,APATE,Ship
#0051480,LLC PALFINGER KRAN RUS,Entity
#0051481,LLC PALFINGER KRAN RUS,Entity
#0051482,JSC INMAN,Entity
#0051483,JSC INMAN,Entity
#0051484,JSC LIFTING MACHINES,Entity
#0051485,JSC LIFTING MACHINES,Entity
#0051486,LLC SMZ,Entity
#0051487,LLC SMZ,Entity
#0051488,LIMITED LIABILITY COMPANY SOLOMBALSKY MACHINE BUILDING PLANT,Entity
#0051489,LIMITED LIABILITY COMPANY SOLOMBALSKY MACHINE BUILDING PLANT,Entity
#0051490,LLC VELMASH-S,Entity
#0051491,LLC VELMASH-S,Entity
#0051492,LIMITED LIABILITY COMPANY VELMASH-SERVIS,Entity
#0051493,LIMITED LIABILITY COMPANY VELMASH-SERVIS,Entity
#0051494,KRAN CENTER KAMAZ LLC,Entity
#0051495,KRAN CENTER KAMAZ LLC,Entity
#0051495,LIMITED LIABILITY COMPANY KRAN CENTER KAMAZ,Entity
#0051494,LIMITED LIABILITY COMPANY KRAN CENTER KAMAZ,Entity
#0051498,LLC PALFINGER KAMA CYLINDERS,Entity
#0051499,LLC PALFINGER KAMA CYLINDERS,Entity
#0051500,LLC PKC,Entity
#0051501,LLC PKC,Entity
#0051502,LLC PMR,Entity
#0051503,LLC PMR,Entity
#0051504,LIMITED LIABILITY COMPANY PALFINGER MARINE RUS,Entity
#0051505,LIMITED LIABILITY COMPANY PALFINGER MARINE RUS,Entity
#0051506,AURA 1,Ship
#0051507,BLUEBELL,Ship
#0050154,OXEL SOLUTIONS FZE,Entity
#0051509,"ZHENGZHOU TIMEWAY MACHINE TOOL CO., LTD.",Entity
#0051517,ZHENGZHOU TIMEWAY MACHINE TOOL CO LTD,Entity
#0050154,PACIFIC WATERS DMCC,Entity
#0050154,PAN ELEMENTAL GROUP FZE,Entity
#0050154,PERSEVERANCE DMCC,Entity
#0051528,"DALIAN HAISEN MACHINERY CO., LTD",Entity
#0051530,DALIAN HAISHENG MACHINERY CO LTD,Entity
#0050154,PETROMAX INTERNATIONAL FZCO,Entity
#0050154,PHOENIX SOLUTIONS FZCO,Entity
#0050154,PILADEA DMCC,Entity
#0050154,POLY PRO TRADING DMCC,Entity
#0050154,PONTUS TRADING DMCC,Entity
#0051537,"BEIJING WEINA STAR TECHNOLOGY CO., LTD.",Entity
#0051539,"Beijing MicroNano Space Technology Co., Ltd.",Entity
#0051539,"Beijing Micro-Nano Starry Sky Technology Co., Ltd",Entity
#0051539,"Beijing MINOSPACE Technology Co., Ltd.",Entity
#0051539,"Beijing Mino-Space Technology Co., Ltd.",Entity
#0051547,MINOSPACE,Entity
#0050154,PRIMEALLIANCE TRADE LIMITED FZE,Entity
#0050154,PRIMEGROWTH FZE,Entity
#0050154,PROLINK MANAGEMENT PTE LTD,Entity
#0050154,QUASAR TRADING FZE,Entity
#0050154,RAFFLONLINE FZE,Entity
#0050154,ROCKOIL TRADING LIMITED,Entity
#0051555,PUBLIC JOINT STOCK COMPANY 'TRANSCAPITALBANK',Entity
#0051559,PUBLIC JOINT STOCK COMPANY 'TRANSCAPITALBANK',Entity
#0051563,PUBLIC JOINT STOCK COMPANY 'TRANSCAPITALBANK',Entity
#0051567,Bank TKB,Entity
#0051570,Bank TKB,Entity
#0051574,Bank TKB,Entity
#0051579,JOINT STOCK BANK TRANSCAPITALBANK,Entity
#0051582,JOINT STOCK BANK TRANSCAPITALBANK,Entity
#0051586,JOINT STOCK BANK TRANSCAPITALBANK,Entity
#0051567,TKB,Entity
#0051570,TKB,Entity
#0051574,TKB,Entity
#0051574,TKB BANK PJSC,Entity
#0051570,TKB BANK PJSC,Entity
#0051567,TKB BANK PJSC,Entity
#0051586,TRANSKAPITALBANK,Entity
#0051582,TRANSKAPITALBANK,Entity
#0051579,TRANSKAPITALBANK,Entity
#0051627,NOVA CREST,Ship
#0051628,JOINT-STOCK COMMERCIAL BANK 'ABSOLUT BANK' (PUBLIC JOINT-STOCK COMPANY),Entity
#0051628,COMMERCIAL BANK ABSOLUT BANK PAO,Entity
#0051628,JSC 'ABSOLUT BANK',Entity
#0051652,JOINT-STOCK COMMERCIAL BANK 'AK BARS' (PUBLIC JOINT-STOCK COMPANY),Entity
#0051653,'AK BARS' Bank (OJSC),Entity
#0051653,OJSC 'AK BARS' Bank,Entity
#0051653,PJSC AK BARS BANK,Entity
#0051656,ORVI,Ship
#0051657,JOINT-STOCK COMMERCIAL BANK FORA-BANK (JOINT-STOCK COMPANY),Entity
#0051661,JOINT-STOCK COMMERCIAL BANK FORA-BANK (JOINT-STOCK COMPANY),Entity
#0051665,JOINT-STOCK COMMERCIAL BANK FORA-BANK (JOINT-STOCK COMPANY),Entity
#0051669,JOINT-STOCK COMMERCIAL BANK FORA-BANK (JOINT-STOCK COMPANY),Entity
#0051673,FORA BANK,Entity
#0051675,FORA BANK,Entity
#0051679,FORA BANK,Entity
#0051684,FORA BANK,Entity
#0051689,JSCB 'FORA-BANK' (JSC),Entity
#0051691,JSCB 'FORA-BANK' (JSC),Entity
#0051697,JSCB 'FORA-BANK' (JSC),Entity
#0051699,JSCB 'FORA-BANK' (JSC),Entity
#0051705,PRISMA,Ship
#0051706,MARITIME MUTUAL INSURANCE ASSOCIATION (NZ) LTD,Entity
#0051707,MARITIME MUTUAL,Entity
#0051708,POSTV,Entity
#0051709,PROMETEI,Ship
#0051710,SAMOS,Ship
#0051711,LNG SOARS,Ship
#0050154,KUNLUN RED STAR ENERGY HOLDINGS LIMITED,Entity
#0051713,MARITIME MUTUAL ASSOCIATION LIMITED,Entity
#0051714,KUNLUN RED STAR ENERGY TRADING LIMITED,Entity
#0051715,KUNPENG,Ship
#0051716,LLC PHOENIX,Entity
#0051717,LLC PHOENIX,Entity
#0051718,FENIKS LLC,Entity
#0051719,FENIKS LLC,Entity
#0051720,OOO PHOENIX,Entity
#0051721,OOO PHOENIX,Entity
#0051721,PHOENIX LLC,Entity
#0051720,PHOENIX LLC,Entity
#0051724,XIEFENG (HK) INTL ELECTRONICS LIMITED,Entity
#0051725,XIEFENG (HK) INTL ELECTRONICS LIMITED,Entity
#0051726,SARASWATI,Ship
#0051727,SEGINUS,Ship
#0051728,SKADI,Ship
#0051729,STANISLAV GOVORUKHIN,Ship
#0051730,GAZPROM SPG PORTOVAYA LIMITED LIABILITY COMPANY,Entity
#0051731,GAZPROM SPG PORTOVAYA LIMITED LIABILITY COMPANY,Entity
#0051732,GAZPROM LNG PORTOVAYA LLC,Entity
#0051733,GAZPROM LNG PORTOVAYA LLC,Entity
#0051734,TAGOR,Ship
#0051735,TASSOS,Ship
#0051736,LLC SMP-138,Entity
#0051737,LLC SMP-138,Entity
#0051738,Limited Liability Company SMP-138,Entity
#0051739,Limited Liability Company SMP-138,Entity
#0051740,OOO SMP-138,Entity
#0051741,OOO SMP-138,Entity
#0051742,SMP 138 LLC,Entity
#0051743,SMP 138 LLC,Entity
#0051744,Abram Borisovich GOLDMAN,Individual
#0051745,"YIBIN VECTOR ELECTRONIC TECHNOLOGY CO., LTD",Entity
#0051746,BEIJING XICHAO INTERNATIONAL TECHNOLOGY AND TRADE CO LTD,Entity
#0051747,JSC CONTROL SYSTEMS AND INSTRUMENTS,Entity
#0051748,JSC CONTROL SYSTEMS AND INSTRUMENTS,Entity
#0051749,Joint Stock Company Control Systems and Instruments,Entity
#0051750,Joint Stock Company Control Systems and Instruments,Entity
#0051751,JSC SUP,Entity
#0051752,JSC SUP,Entity
#0051750,Open Joint-Stock Company Control Systems and Instruments,Entity
#0051749,Open Joint-Stock Company Control Systems and Instruments,Entity
#0051755,JSC ALTAY INSTRUMENT-MAKING PLANT ROTOR,Entity
#0051756,JSC ALTAY INSTRUMENT-MAKING PLANT ROTOR,Entity
#0051757,Altai Instrument-Making Plant Rotor,Entity
#0051758,Altai Instrument-Making Plant Rotor,Entity
#0051758,Altay Instrument-Making Plant Rotor JSC,Entity
#0051757,Altay Instrument-Making Plant Rotor JSC,Entity
#0051757,JSC 'Altai Instrument-Making Plant 'Rotor',Entity
#0051758,JSC 'Altai Instrument-Making Plant 'Rotor',Entity
#0051763,JSC APZ 'Rotor',Entity
#0051764,JSC APZ 'Rotor',Entity
#0051757,OPEN JOINT-STOCK COMPANY ALTAI INSTRUMENT-MAKING PLANT ROTOR,Entity
#0051758,OPEN JOINT-STOCK COMPANY ALTAI INSTRUMENT-MAKING PLANT ROTOR,Entity
#0051758,ROTOR INSTRUMENT MAKING PLANT,Entity
#0051757,ROTOR INSTRUMENT MAKING PLANT,Entity
#0051769,JSC NEPTUN,Entity
#0051770,JSC NEPTUN,Entity
#0051771,Open Joint-Stock Company Neptune,Entity
#0051772,Open Joint-Stock Company Neptune,Entity
#0051773,PJSC Neptun,Entity
#0051774,PJSC Neptun,Entity
#0051771,Public Joint Stock Company Neptune,Entity
#0051772,Public Joint Stock Company Neptune,Entity
#0051777,"SIAM AERO REPAIR CO., LTD",Entity
#0051780,"SPECTRASYNC CO., LTD",Entity
#0051781,CRYOGAS VYSOTKS LIMITED LIABILITY COMPANY,Entity
#0051782,LIMITED LIABILITY COMPANY CRYOGAS VYSOTSK,Entity
#0051782,LIMITED LIABILITY COMPANY KRIOGAZ VYSOTSK,Entity
#0051784,VYSOTSK LNG,Entity
#0050154,AL-SHABAAB,Entity
#0050154,AL-SHABAAB AL-ISLAAM,Entity
#0050154,AL-SHABAAB AL-ISLAMIYA,Entity
#0050154,AL-SHABAAB AL-JIHAAD,Entity
#0050154,HARAKAT AL-SHABAAB AL - MUJAAHIDIIN,Entity
#0050154,HARAKAT SHABAB AL-MUJAHIDIN,Entity
#0050154,HARAKATUL SHABAAB AL MUJAAHIDIIN,Entity
#0050154,HISB'UL SHABAAB,Entity
#0050154,HIZBUL SHABAAB,Entity
#0050154,MUJAAHIDIIN YOUTH MOVEMENT,Entity
#0050154,MUJAHIDEEN YOUTH MOVEMENT (MYM),Entity
#0050154,MUJAHIDIN AL-SHABAAB MOVEMENT,Entity
#0050154,MUJAHIDIN YOUTH MOVEMENT,Entity
#0051798,MYM,Entity
#0050154,SHABAAB,Entity
#0050154,THE UNITY OF ISLAMIC YOUTH,Entity
#0050154,THE YOUTH,Entity
#0050154,YOUTH WING,Entity
#0051803,Yasin Ali Baynah,Individual
#0051805,Yasin Ali Baynah,Individual
#0051807,Yasin Baynah ALI,Individual
#0051808,Yasin Baynah ALI,Individual
#0051811,Yassin Mohamed ALI,Individual
#0051812,Yassin Mohamed ALI,Individual
#0051815,Yasin BAYNAH,Individual
#0051816,Yasin BAYNAH,Individual
#0051819,Yassin BAYNAH,Individual
#0051821,Yassin BAYNAH,Individual
#0051823,Yasiin Cali BAYNAX,Individual
#0051825,Yasiin Cali BAYNAX,Individual
#0051827,Yasin BEENAH,Individual
#0051828,Yasin BEENAH,Individual
#0051831,Yassin BEENAH,Individual
#0051833,Yassin BEENAH,Individual
#0051835,Yasin BEENAX,Individual
#0051836,Yasin BEENAX,Individual
#0051839,Yassin BEENAX,Individual
#0051841,Yassin BEENAX,Individual
#0051843,Yasin BENAH,Individual
#0051844,Yasin BENAH,Individual
#0051847,Yassin BENAH,Individual
#0051849,Yassin BENAH,Individual
#0051851,Yassin BENAX,Individual
#0051852,Yassin BENAX,Individual
#0051855,Yasin BEYNAH,Individual
#0051857,Yasin BEYNAH,Individual
#0051859,Yassin BINAH,Individual
#0051860,Yassin BINAH,Individual
#0051863,Yasiin Baynax CALI,Individual
#0051865,Yasiin Baynax CALI,Individual
#0051867,HASSAN DAHIR AWEYS,Individual
#0051868,Sheikh Hassan Dahir Aweys ALI,Individual
#0051869,Shaykh Hassan Dahir AWES,Individual
#0051870,Hassen Dahir AWEYES,Individual
#0051871,Ahmed Dahir AWEYS,Individual
#0051872,Sheikh AWEYS,Individual
#0051873,Sheikh Hassan Dahir AWEYS,Individual
#0051874,Aweys Hassan DAHIR,Individual
#0051875,Sheikh HASSAN,Individual
#0051876,Mohammed Hassan IBRAHIM,Individual
#0051877,Hassan Tahir OAIS,Individual
#0051878,Hassan Tahir UWAYS,Individual
#0051879,HASSAN ABDULLAH HERSI AL-TURKI,Individual
#0051881,Hassan AL-TURKI,Individual
#0051883,Hassan TURKI,Individual
#0051885,Hassan Abdillahi Hersi TURKI,Individual
#0051887,Sheikh Hassan TURKI,Individual
#0051889,Xasan Cabdilaahi XIRSI,Individual
#0051891,Xasan Cabdulle XIRSI,Individual
#0051893,AHMED ABDI AW-MOHAMED,Individual
#0051894,Muktar Abdirahman ABU ZUBEYR,Individual
#0051895,Muktar Abdulrahim ABUZUBAIR,Individual
#0051896,Ahmed Abdi AW MOHAMMED,Individual
#0051897,Ahmed Abdi AW-MOHAMUD,Individual
#0051898,GODANE,Individual
#0051899,GODANI,Individual
#0051900,Shaykh MUKHTAR,Individual
#0051901,Abu ZUBEYR,Individual
#0051902,FUAD MOHAMED KHALAF,Individual
#0051904,Fuad Mohamed Kalaf,Individual
#0051904,Fuad Mohammed Kalaf,Individual
#0051908,Fuad Khalaf,Individual
#0051910,Fuad Mohamed Khalif,Individual
#0051910,Fuad Mohammed Khalif,Individual
#0051914,Fuad Mohamed Qalaf,Individual
#0051916,Fuad Shangole,Individual
#0051918,Fouad Shongale,Individual
#0051920,Fuad Shongale,Individual
#0051922,Fuad Shongole,Individual
#0051924,Fuad Muhammad Khalaf Shongole,Individual
#0051926,Fuad Songale,Individual
#0051928,BASHIR MOHAMED MAHAMOUD,Individual
#0051929,BASHIR MOHAMED MAHAMOUD,Individual
#0051930,BASHIR MOHAMED MAHAMOUD,Individual
#0051931,BASHIR MOHAMED MAHAMOUD,Individual
#0051932,Gure Gap,Individual
#0051933,Gure Gap,Individual
#0051934,Gure Gap,Individual
#0051935,Gure Gap,Individual
#0051936,Bashir Mohamed Mahmoud,Individual
#0051937,Bashir Mohamed Mahmoud,Individual
#0051938,Bashir Mohamed Mahmoud,Individual
#0051939,Bashir Mohamed Mahmoud,Individual
#0051940,Bashir Mahmud Mohammed,Individual
#0051941,Bashir Mahmud Mohammed,Individual
#0051942,Bashir Mahmud Mohammed,Individual
#0051943,Bashir Mahmud Mohammed,Individual
#0051944,Bashir Mohamed Mohamoud,Individual
#0051945,Bashir Mohamed Mohamoud,Individual
#0051946,Bashir Mohamed Mohamoud,Individual
#0051947,Bashir Mohamed Mohamoud,Individual
#0051948,Bashir Mohamed Mohamud,Individual
#0051949,Bashir Mohamed Mohamud,Individual
#0051950,Bashir Mohamed Mohamud,Individual
#0051951,Bashir Mohamed Mohamud,Individual
#0051952,Abu Muscab,Individual
#0051953,Abu Muscab,Individual
#0051954,Abu Muscab,Individual
#0051955,Abu Muscab,Individual
#0051956,Qorgab,Individual
#0051957,Qorgab,Individual
#0051958,Qorgab,Individual
#0051959,Qorgab,Individual
#0051960,Bashir Qorgab,Individual
#0051961,Bashir Qorgab,Individual
#0051962,Bashir Qorgab,Individual
#0051963,Bashir Qorgab,Individual
#0051964,Bashir Yare,Individual
#0051965,Bashir Yare,Individual
#0051966,Bashir Yare,Individual
#0051967,Bashir Yare,Individual
#0051968,FARES MOHAMMED MANA'A,Individual
#0051969,Fares Mohammed Manaa,Individual
#0051970,Faris Mana'a,Individual
#0051971,HASSAN MAHAT OMAR,Individual
#0051972,Hassaan Hussein Adam,Individual
#0051973,Xassaan Xuseen Adan,Individual
#0051974,Asan Mahad Cumar,Individual
#0051975,Sheikh Hassaan Hussein,Individual
#0051976,Hassane Mahad Omar,Individual
#0051977,Abu Salmaan,Individual
#0051978,Abu Salman,Individual
#0051979,OMAR HAMMAMI,Individual
#0051980,OMAR HAMMAMI,Individual
#0051981,Abu Maansuur Al-Amriki,Individual
#0051982,Abu Maansuur Al-Amriki,Individual
#0051982,Abu Mansour Al-Amriki,Individual
#0051981,Abu Mansour Al-Amriki,Individual
#0051981,Abu Mansur Al-Amriki,Individual
#0051982,Abu Mansur Al-Amriki,Individual
#0051982,Abu Mansuur Al-Amriki,Individual
#0051981,Abu Mansuur Al-Amriki,Individual
#0051989,Umar Hammami,Individual
#0051990,Umar Hammami,Individual
#0051991,ABOUD ROGO MOHAMMED,Individual
#0051992,ABOUD ROGO MOHAMMED,Individual
#0051993,ABOUD ROGO MOHAMMED,Individual
#0051994,ABOUD ROGO MOHAMMED,Individual
#0051995,Aboud Rogo Mohamed,Individual
#0051996,Aboud Rogo Mohamed,Individual
#0051997,Aboud Rogo Mohamed,Individual
#0051998,Aboud Rogo Mohamed,Individual
#0051999,Aboud Rogo Muhammad,Individual
#0052000,Aboud Rogo Muhammad,Individual
#0052001,Aboud Rogo Muhammad,Individual
#0052002,Aboud Rogo Muhammad,Individual
#0052003,Aboud Mohammad Rogo,Individual
#0052004,Aboud Mohammad Rogo,Individual
#0052005,Aboud Mohammad Rogo,Individual
#0052006,Aboud Mohammad Rogo,Individual
#0052007,Aboud Mohammed Rogo,Individual
#0052008,Aboud Mohammed Rogo,Individual
#0052009,Aboud Mohammed Rogo,Individual
#0052010,Aboud Mohammed Rogo,Individual
#0052011,Aboud Seif Rogo,Individual
#0052012,Aboud Seif Rogo,Individual
#0052013,Aboud Seif Rogo,Individual
#0052014,Aboud Seif Rogo,Individual
#0052015,Sheikh Aboud Rogo,Individual
#0052016,Sheikh Aboud Rogo,Individual
#0052017,Sheikh Aboud Rogo,Individual
#0052018,Sheikh Aboud Rogo,Individual
#0052019,ABUBAKER SHARIFF AHMED,Individual
#0052020,ABUBAKER SHARIFF AHMED,Individual
#0052021,Abubakar Ahmed,Individual
#0052022,Abubakar Ahmed,Individual
#0052023,Sheikh Abubakar Ahmed,Individual
#0052024,Sheikh Abubakar Ahmed,Individual
#0052025,Makaburi,Individual
#0052026,Makaburi,Individual
#0052027,Abu Makaburi Shariff,Individual
#0052028,Abu Makaburi Shariff,Individual
#0052029,Abubaker Shariff,Individual
#0052030,Abubaker Shariff,Individual
#0052031,MAALIM SALMAN,Individual
#0052032,Maalim Salman Ali,Individual
#0052033,Maalim Selman Ali,Individual
#0052034,Ameer Salman,Individual
#0052035,Mu'alim Salman,Individual
#0052036,Ma'alim Selman,Individual
#0052037,Ma'alin Sulayman,Individual
#0052038,Ma'alim Suleiman,Individual
#0052039,Mualem Suleiman,Individual
#0052040,AHMED DIRIYE,Individual
#0052041,Sheikh Mahad Omar Abdikarim,Individual
#0052042,Abu Diriye,Individual
#0052043,Abu Ubaidah,Individual
#0052044,Sheikh Ahmed Umar Abu Ubaidah,Individual
#0052045,Sheikh Omar Abu Ubaidaha,Individual
#0052046,Ahmad Iman Ali,Individual
#0052047,Ahmad Iman Ali,Individual
#0052048,Ahmed Iman Ali,Individual
#0052049,Ahmed Iman Ali,Individual
#0052050,Shaykh Ahmad Iman Ali,Individual
#0052051,Shaykh Ahmad Iman Ali,Individual
#0052052,Sheikh Ahmed Iman Ali,Individual
#0052053,Sheikh Ahmed Iman Ali,Individual
#0052054,Abu Zinira,Individual
#0052055,Abu Zinira,Individual
#0052056,Abdifatah Abubakar Abdi,Individual
#0052058,Musa Muhajir,Individual
#0052060,Abukar Ali Adan,Individual
#0052061,Abukar Ali Adan,Individual
#0052062,Abukar Ali Adan,Individual
#0052063,Sheikh Abukar,Individual
#0052064,Sheikh Abukar,Individual
#0052065,Sheikh Abukar,Individual
#0052066,Abukar Ali Aden,Individual
#0052067,Abukar Ali Aden,Individual
#0052068,Abukar Ali Aden,Individual
#0052069,Ibrahim Afghan,Individual
#0052070,Ibrahim Afghan,Individual
#0052071,Ibrahim Afghan,Individual
#0052072,Maalim Ayman,Individual
#0052075,Maalim Ayman,Individual
#0052078,Nuh Ibrahim Abdi,Individual
#0052080,Nuh Ibrahim Abdi,Individual
#0052084,Abdiaziz Dubow Ali,Individual
#0052086,Abdiaziz Dubow Ali,Individual
#0052090,Ma'alim Ayman,Individual
#0052093,Ma'alim Ayman,Individual
#0052096,Mo'alim Ayman,Individual
#0052099,Mo'alim Ayman,Individual
#0052102,Ayman Kabo,Individual
#0052105,Ayman Kabo,Individual
#0052108,Mahad Karate,Individual
#0052109,Mahad Karate,Individual
#0052110,Mahad Karate,Individual
#0052111,Mahad Karate,Individual
#0052112,Mahad Karate,Individual
#0052113,Mahad Karate,Individual
#0052114,Mahad Mohamed Ali Karate,Individual
#0052115,Mahad Mohamed Ali Karate,Individual
#0052116,Mahad Mohamed Ali Karate,Individual
#0052117,Mahad Mohamed Ali Karate,Individual
#0052118,Mahad Mohamed Ali Karate,Individual
#0052119,Mahad Mohamed Ali Karate,Individual
#0052120,Mahad Warsame Qalley Karate,Individual
#0052121,Mahad Warsame Qalley Karate,Individual
#0052122,Mahad Warsame Qalley Karate,Individual
#0052123,Mahad Warsame Qalley Karate,Individual
#0052124,Mahad Warsame Qalley Karate,Individual
#0052125,Mahad Warsame Qalley Karate,Individual
#0052126,Abdirahim Mohamed Warsame,Individual
#0052127,Abdirahim Mohamed Warsame,Individual
#0052128,Abdirahim Mohamed Warsame,Individual
#0052129,Abdirahim Mohamed Warsame,Individual
#0052130,Abdirahim Mohamed Warsame,Individual
#0052131,Abdirahim Mohamed Warsame,Individual
#0052132,Ali Mohamed Rage,Individual
#0052133,Ali Mohamed Rage Cali Dheer,Individual
#0052134,Ali Dheere,Individual
#0052135,Ali Dhere,Individual
#0052132,Ali Mohammed Rage,Individual
#0052137,Ali Mohamud Rage,Individual
#0052138,Abdullahi Osman Mohamed Caddow,Individual
#0052139,Cabdullahi Cusman Maxamed Caddow,Individual
#0052140,Dhagacade,Individual
#0052141,Eng. Ismail,Individual
#0052142,Faracade,Individual
#0052143,Injineer Ismaaciil,Individual
#0052144,ABDIKADIR MOHAMED ABDIKADIR,Individual
#0052145,Abdukadir,Individual
#0052146,Mohamed Abdukadir Abdukadir,Individual
#0052147,Abdulkadir,Individual
#0052148,Mohamed Abdulkadir Abdulkadir,Individual
#0052149,MOHAMUD MIRE MOHAMED,Individual
#0052151,MOHAMUD MIRE MOHAMED,Individual
#0052153,MOHAMUD MIRE MOHAMED,Individual
#0052155,Mohamed Mire,Individual
#0052157,Mohamed Mire,Individual
#0052159,Mohamed Mire,Individual
#0052161,OMAR MOHAMED MOHAMED,Individual
#0052163,Mohamed Omar Haji,Individual
#0052165,Mohamed Omar Ma'alin,Individual
#0052167,Mo'alin,Individual
#0052169,Mohamed Haji Omar,Individual
#0052171,Ma'd Umurow,Individual
#0052173,Michael Makuei Lueth,Individual
#0052174,Michael Makuei Lueth,Individual
#0052175,Michael Makuei Lueth,Individual
#0052182,Michael Makue Loweth,Individual
#0052184,Michael Makue Loweth,Individual
#0052185,Michael Makue Loweth,Individual
#0052191,Michael Makuei Lueth Makuei,Individual
#0052192,Michael Makuei Lueth Makuei,Individual
#0052193,Michael Makuei Lueth Makuei,Individual
#0052200,Michael Makuei Leuth,Individual
#0052201,Michael Makuei Leuth,Individual
#0052202,Michael Makuei Leuth,Individual
#0052209,Michael Makuei,Individual
#0052210,Michael Makuei,Individual
#0052211,Michael Makuei,Individual
#0052218,Michael Makuei Lueth Makuei,Individual
#0052219,Michael Makuei Lueth Makuei,Individual
#0052220,Michael Makuei Lueth Makuei,Individual
#0052227,GABRIEL JOK RIAK MAKOL,Individual
#0052231,Gabriel Jok,Individual
#0052235,Jock Riak,Individual
#0052239,Jok Riak,Individual
#0052243,JAMES KOANG CHUOL,Individual
#0052244,James Koang Chol,Individual
#0052245,James Koang Chual,Individual
#0052246,James Koang Chol Ranley,Individual
#0052247,Koang Chuol Ranley,Individual
#0052248,MALEK REUBEN RIAK RENGU,Individual
#0052251,Malek Ruben,Individual
#0052254,MARIAL CHANUONG YOL MANGOK,Individual
#0052256,Marial Chan,Individual
#0052258,Marial Chinoum,Individual
#0052260,Marial Chinuong,Individual
#0052262,Marial Chanoung Yol,Individual
#0052264,PAUL MALONG AWAN ANEI,Individual
