SEID,Full Name,Designation Type
#0002566,Alim GHAIR,Individual
#0002567,Alim GHAIR,Individual
#0002568,Maseer HAQQANI,Individual
#0002569,Maseer HAQQANI,Individual
#0002570,Maseer HAQQANI,Individual
#0002571,Maseer HAQQANI,Individual
#0002572,Nashir HAQQANI,Individual
#0002573,Nashir HAQQANI,Individual
#0002574,Nashir HAQQANI,Individual
#0002575,Nashir HAQQANI,Individual
#0002576,Nassir HAQQANI,Individual
#0002577,Nassir HAQQANI,Individual
#0002578,Nassir HAQQANI,Individual
#0002579,Nassir HAQQANI,Individual
#0002580,NASERUDDIN,Individual
#0002581,NASERUDDIN,Individual
#0002582,NASERUDDIN,Individual
#0002583,NASERUDDIN,Individual
#0002584,GUL AGHA ISHAKZAI,Individual
#0002585,GUL AGHA ISHAKZAI,Individual
#0002586,GUL AGHA ISHAKZAI,Individual
#0002587,GUL AGHA ISHAKZAI,Individual
#0002588,Gul AGHA,Individual
#0002589,Gul AGHA,Individual
#0002590,Gul AGHA,Individual
#0002591,Gul AGHA,Individual
#0002592,Gul Agha AKHUND,Individual
#0002593,Gul Agha AKHUND,Individual
#0002594,Gul Agha AKHUND,Individual
#0002595,Gul Agha AKHUND,Individual
#0002596,HEDAYATULLAH BADRI,Individual
#0002597,HEDAYATULLAH BADRI,Individual
#0002598,HEDAYATULLAH BADRI,Individual
#0002599,HEDAYATULLAH BADRI,Individual
#0002600,HIDAYATULLAH BADRI,Individual
#0002601,HIDAYATULLAH BADRI,Individual
#0002602,HIDAYATULLAH BADRI,Individual
#0002603,HIDAYATULLAH BADRI,Individual
#0002604,HAYADATULLAH,Individual
#0002605,HAYADATULLAH,Individual
#0002606,HAYADATULLAH,Individual
#0002607,HAYADATULLAH,Individual
#0002608,HEDAYATULLAH HEDAYAT,Individual
#0002609,HEDAYATULLAH HEDAYAT,Individual
#0002610,HEDAYATULLAH HEDAYAT,Individual
#0002611,HEDAYATULLAH HEDAYAT,Individual
#0002612,HIDAYATULLAH,Individual
#0002614,HIDAYATULLAH,Individual
#0002616,HIDAYATULLAH,Individual
#0002618,HIDAYATULLAH,Individual
#0002620,ABDUL HABIB ALIZAI,Individual
#0002621,ABDUL HABIB ALIZAI,Individual
#0002623,ABDUL HABIB ALIZAI,Individual
#0002624,ABDUL HABIB ALIZAI,Individual
#0002628,Loi Agha,Individual
#0002629,Loi Agha,Individual
#0002630,Loi Agha,Individual
#0002633,Loi Agha,Individual
#0002636,Agha Jan Alazai,Individual
#0002637,Agha Jan Alazai,Individual
#0002639,Agha Jan Alazai,Individual
#0002640,Agha Jan Alazai,Individual
#0002644,Agha Jan Alizai,Individual
#0002645,Agha Jan Alizai,Individual
#0002646,Agha Jan Alizai,Individual
#0002647,Agha Jan Alizai,Individual
#0002650,Agha Jan Alizai,Individual
#0002652,Agha Jan Alizai,Individual
#0002653,Agha Jan Alizai,Individual
#0002655,Agha Jan Alizai,Individual
#0002660,Abdul Habib,Individual
#0002661,Abdul Habib,Individual
#0002664,Abdul Habib,Individual
#0002665,Abdul Habib,Individual
#0002668,Agha Jan,Individual
#0002669,Agha Jan,Individual
#0002672,Agha Jan,Individual
#0002673,Agha Jan,Individual
#0002676,Loi Lala,Individual
#0002677,Loi Lala,Individual
#0002680,Loi Lala,Individual
#0002681,Loi Lala,Individual
#0002684,SALEH MOHAMMAD KAKAR AKHTAR MUHAMMAD,Individual
#0002685,SALEH MOHAMMAD KAKAR AKHTAR MUHAMMAD,Individual
#0002686,Saleh MOHAMMAD,Individual
#0002687,Saleh MOHAMMAD,Individual
#0002688,KHALIL AHMED HAQQANI,Individual
#0002689,KHALIL AHMED HAQQANI,Individual
#0002690,KHALIL AHMED HAQQANI,Individual
#0002691,KHALIL AHMED HAQQANI,Individual
#0002692,KHALIL AHMED HAQQANI,Individual
#0002693,KHALIL AHMED HAQQANI,Individual
#0002694,KHALIL AHMED HAQQANI,Individual
#0002695,KHALIL AHMED HAQQANI,Individual
#0002696,Khaleel Haqqani,Individual
#0002697,Khaleel Haqqani,Individual
#0002698,Khaleel Haqqani,Individual
#0002699,Khaleel Haqqani,Individual
#0002700,Khaleel Haqqani,Individual
#0002701,Khaleel Haqqani,Individual
#0002702,Khaleel Haqqani,Individual
#0002703,Khaleel Haqqani,Individual
#0002704,Khalil Al-Rahman Haqqani,Individual
#0002705,Khalil Al-Rahman Haqqani,Individual
#0002706,Khalil Al-Rahman Haqqani,Individual
#0002707,Khalil Al-Rahman Haqqani,Individual
#0002708,Khalil Al-Rahman Haqqani,Individual
#0002709,Khalil Al-Rahman Haqqani,Individual
#0002710,Khalil Al-Rahman Haqqani,Individual
#0002711,Khalil Al-Rahman Haqqani,Individual
#0002712,Khalil ur Rahman Haqqani,Individual
#0002713,Khalil ur Rahman Haqqani,Individual
#0002714,Khalil ur Rahman Haqqani,Individual
#0002715,Khalil ur Rahman Haqqani,Individual
#0002716,Khalil ur Rahman Haqqani,Individual
#0002717,Khalil ur Rahman Haqqani,Individual
#0002718,Khalil ur Rahman Haqqani,Individual
#0002719,Khalil ur Rahman Haqqani,Individual
#0002720,FAIZULLAH KHAN NOORZAI,Individual
#0002722,FAIZULLAH KHAN NOORZAI,Individual
#0002723,FAIZULLAH KHAN NOORZAI,Individual
#0002731,FAIZULLAH KHAN NOORZAI,Individual
#0002741,FAIZULLAH KHAN NOORZAI,Individual
#0002746,FAIZULLAH KHAN NOORZAI,Individual
#0002756,Mullah Faizullah,Individual
#0002757,Mullah Faizullah,Individual
#0002758,Mullah Faizullah,Individual
#0002759,Mullah Faizullah,Individual
#0002776,Mullah Faizullah,Individual
#0002778,Mullah Faizullah,Individual
#0002792,Fiazullah,Individual
#0002793,Fiazullah,Individual
#0002794,Fiazullah,Individual
#0002796,Fiazullah,Individual
#0002814,Fiazullah,Individual
#0002817,Fiazullah,Individual
#0002828,Faizullah Khan,Individual
#0002829,Faizullah Khan,Individual
#0002830,Faizullah Khan,Individual
#0002831,Faizullah Khan,Individual
#0002848,Faizullah Khan,Individual
#0002854,Faizullah Khan,Individual
#0002864,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002865,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002866,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002868,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002886,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002891,Faizullah Noorzai Akhtar Mohammed Mira Khan,Individual
#0002900,Faizullah Noor,Individual
#0002901,Faizullah Noor,Individual
#0002902,Faizullah Noor,Individual
#0002903,Faizullah Noor,Individual
#0002920,Faizullah Noor,Individual
#0002924,Faizullah Noor,Individual
#0002936,Faizullah Noori,Individual
#0002937,Faizullah Noori,Individual
#0002938,Faizullah Noori,Individual
#0002940,Faizullah Noori,Individual
#0002958,Faizullah Noori,Individual
#0002963,Faizullah Noori,Individual
#0002972,Faizullah Khan Noorzai,Individual
#0002973,Faizullah Khan Noorzai,Individual
#0002974,Faizullah Khan Noorzai,Individual
#0002975,Faizullah Khan Noorzai,Individual
#0002992,Faizullah Khan Noorzai,Individual
#0002998,Faizullah Khan Noorzai,Individual
#0003008,Pazullah Noorzai,Individual
#0003009,Pazullah Noorzai,Individual
#0003010,Pazullah Noorzai,Individual
#0003016,Pazullah Noorzai,Individual
#0003030,Pazullah Noorzai,Individual
#0003033,Pazullah Noorzai,Individual
#0003044,Faizuulah Khan Norezai,Individual
#0003045,Faizuulah Khan Norezai,Individual
#0003046,Faizuulah Khan Norezai,Individual
#0003049,Faizuulah Khan Norezai,Individual
#0003064,Faizuulah Khan Norezai,Individual
#0003070,Faizuulah Khan Norezai,Individual
#0003080,MALIK NOORZAI,Individual
#0003084,MALIK NOORZAI,Individual
#0003088,MALIK NOORZAI,Individual
#0003092,Aminullah,Individual
#0003096,Aminullah,Individual
#0003100,Aminullah,Individual
#0003104,Maluk,Individual
#0003108,Maluk,Individual
#0003112,Maluk,Individual
#0003116,Allah Muhammad,Individual
#0003120,Allah Muhammad,Individual
#0003124,Allah Muhammad,Individual
#0003128,Malak Noorzai,Individual
#0003132,Malak Noorzai,Individual
#0003136,Malak Noorzai,Individual
#0003140,Malek Noorzai,Individual
#0003144,Malek Noorzai,Individual
#0003148,Malek Noorzai,Individual
#0003152,Malik Noorzai,Individual
#0003156,Malik Noorzai,Individual
#0003160,Malik Noorzai,Individual
#0003164,ABDUL AZIZ ABBASIN,Individual
#0003165,Abdul Aziz Mahsud,Individual
#0003166,AHMAD ZIA AGHA,Individual
#0003167,AHMAD ZIA AGHA,Individual
#0003168,NOOR AHMED AGHA,Individual
#0003169,NOOR AHMED AGHA,Individual
#0003170,Zia AGHA,Individual
#0003171,Zia AGHA,Individual
#0003172,Noor AHMAD,Individual
#0003173,Noor AHMAD,Individual
#0003174,Noor AHMED,Individual
#0003175,Noor AHMED,Individual
#0003176,Agha Sia SAYEED,Individual
#0003177,Agha Sia SAYEED,Individual
#0003178,FAZL RABI,Individual
#0003182,FAZL RABI,Individual
#0003186,Faisal RABBI,Individual
#0003190,Faisal RABBI,Individual
#0003194,Fazl RABBI,Individual
#0003198,Fazl RABBI,Individual
#0003202,Fazal RABI,Individual
#0003206,Fazal RABI,Individual
#0003210,MOHAMMAD AMAN AKHUND,Individual
#0003211,Mohammed AMAN,Individual
#0003212,Mad Aman Ustad NOORZAI,Individual
#0003213,Mohammad Aman Ustad NOORZAI,Individual
#0003214,Mohammed OMAN,Individual
#0003215,SANAULLAH,Individual
#0003216,AHMED JAN WAZIR AKHTAR MOHAMMAD,Individual
#0003217,Ahmed Jan Kuchi,Individual
#0003218,Ahmed Jan Zadran,Individual
#0003219,ABDUL SAMAD ACHEKZAI,Individual
#0003220,Abdul SAMAN,Individual
#0003221,BAKHT GUL,Individual
#0003222,Bakht Gul BAHAR,Individual
#0003223,Bakhta GUL,Individual
#0003224,SHUQIB,Individual
#0003225,ABDUL SATAR ABDUL MANAN,Individual
#0003226,ABDUL SATAR ABDUL MANAN,Individual
#0003249,Abdulasattar,Individual
#0003250,Abdulasattar,Individual
#0003273,Abdul Sattar Barakzai,Individual
#0003274,Abdul Sattar Barakzai,Individual
#0003297,Satar Barakzai,Individual
#0003298,Satar Barakzai,Individual
#0003321,Abdul Satar,Individual
#0003322,Abdul Satar,Individual
#0003345,KHAIRULLAH BARAKZAI KHUDAI NAZAR,Individual
#0003348,Karimullah,Individual
#0003351,Khairullah,Individual
#0003354,Kheirullah,Individual
#0003357,Khair Mohammad,Individual
#0003360,Khair Ullah,Individual
#0003363,ABDUL RAUF ZAKIR,Individual
#0003364,ABDUL RAUF ZAKIR,Individual
#0003365,ABDUL RAUF ZAKIR,Individual
#0003366,ZAKIR,Individual
#0003367,ZAKIR,Individual
#0003368,ZAKIR,Individual
#0003369,MOHAMMED QASIM MIR WALI KHUDAI RAHIM,Individual
#0003370,MOHAMMED QASIM MIR WALI KHUDAI RAHIM,Individual
#0003374,MOHAMMED QASIM MIR WALI KHUDAI RAHIM,Individual
#0003375,MOHAMMED QASIM MIR WALI KHUDAI RAHIM,Individual
#0003393,Muhammad Qasim,Individual
#0003396,Muhammad Qasim,Individual
#0003402,Muhammad Qasim,Individual
#0003408,Muhammad Qasim,Individual
#0003417,Abdul Salam,Individual
#0003418,Abdul Salam,Individual
#0003421,Abdul Salam,Individual
#0003424,Abdul Salam,Individual
#0003441,AHMED SHAH NOORZAI OBAIDULLAH,Individual
#0003442,AHMED SHAH NOORZAI OBAIDULLAH,Individual
#0003443,Mullah Ahmad Shah,Individual
#0003444,Mullah Ahmad Shah,Individual
#0003445,AHMED SHAH,Individual
#0003446,AHMED SHAH,Individual
#0003447,Ahmed Shah NOORZAI,Individual
#0003448,Ahmed Shah NOORZAI,Individual
#0003449,Ahmad SHAH,Individual
#0003450,Ahmad SHAH,Individual
#0003451,Mohammed SHAH,Individual
#0003452,Mohammed SHAH,Individual
#0003453,ADAM KHAN ACHEKZAI,Individual
#0003454,ADAM KHAN ACHEKZAI,Individual
#0003455,ADAM KHAN ACHEKZAI,Individual
#0003456,ADAM KHAN ACHEKZAI,Individual
#0003457,ADAM KHAN ACHEKZAI,Individual
#0003458,ADAM KHAN ACHEKZAI,Individual
#0003459,Adam,Individual
#0003460,Adam,Individual
#0003461,Adam,Individual
#0003462,Adam,Individual
#0003463,Adam,Individual
#0003464,Adam,Individual
#0003465,Adam Khan,Individual
#0003466,Adam Khan,Individual
#0003467,Adam Khan,Individual
#0003468,Adam Khan,Individual
#0003469,Adam Khan,Individual
#0003470,Adam Khan,Individual
#0003471,QARI SAIFULLAH TOKHI,Individual
#0003472,Qari Saifullah AL TOKHI,Individual
#0003473,Qari SAHAB,Individual
#0003474,Qari SAIFULLAH,Individual
#0003475,Saifullah TOKHI,Individual
#0003476,YAHYA HAQQANI,Individual
#0003477,YAHYA HAQQANI,Individual
#0003478,Qari SAHAB,Individual
#0003479,Qari SAHAB,Individual
#0003480,Yaya,Individual
#0003481,Yaya,Individual
#0003482,SAIDULLAH JAN,Individual
#0003483,Abid KHAN,Individual
#0003484,MUHAMMAD OMAR ZADRAN,Individual
#0003485,Mohammad-Omar JADRAN,Individual
#0003486,Rahmatullah SHAH NAWAZ,Individual
#0003489,Rahmatullah SHAH NAWAZ,Individual
#0003492,Kari Rahmat,Individual
#0003495,Kari Rahmat,Individual
#0003498,Qari Rahmat,Individual
#0003501,Qari Rahmat,Individual
#0003504,ABDUL BASIR NOORZAI,Individual
#0003505,ABDUL BASIR NOORZAI,Individual
#0003506,ABDUL BASIR NOORZAI,Individual
#0003507,'Abd Al-Basir,Individual
#0003508,'Abd Al-Basir,Individual
#0003509,'Abd Al-Basir,Individual
#0003510,Abdul Baseer,Individual
#0003511,Abdul Baseer,Individual
#0003512,Abdul Baseer,Individual
#0003513,Abdul Basir,Individual
#0003514,Abdul Basir,Individual
#0003515,Abdul Basir,Individual
#0003516,Abdul Basir,Individual
#0003517,Abdul Basir,Individual
#0003518,Abdul Basir,Individual
#0003519,Basir Noorzai,Individual
#0003520,Basir Noorzai,Individual
#0003521,Basir Noorzai,Individual
#0003522,TOREK AGHA,Individual
#0003523,TOREK AGHA,Individual
#0003526,TOREK AGHA,Individual
#0003528,Torak Agha,Individual
#0003529,Torak Agha,Individual
#0003532,Torak Agha,Individual
#0003534,Toriq Agha,Individual
#0003535,Toriq Agha,Individual
#0003537,Toriq Agha,Individual
#0003540,Sayed Mohammed Hashan,Individual
#0003541,Sayed Mohammed Hashan,Individual
#0003543,Sayed Mohammed Hashan,Individual
#0003546,Toriq Agha Sayed,Individual
#0003547,Toriq Agha Sayed,Individual
#0003549,Toriq Agha Sayed,Individual
#0003552,ABD AL-RAHMAN BIN UMAYR AL-NU'AYMI,Individual
#0003553,ABD AL-RAHMAN BIN UMAYR AL-NU'AYMI,Individual
#0003554,ABD AL-RAHMAN BIN UMAYR AL-NU'AYMI,Individual
#0003555,ABD AL-RAHMAN BIN UMAYR AL-NU'AYMI,Individual
#0003556,Abdelrahman Imer al Jaber al Naimeh,Individual
#0003557,Abdelrahman Imer al Jaber al Naimeh,Individual
#0003558,Abdelrahman Imer al Jaber al Naimeh,Individual
#0003559,Abdelrahman Imer al Jaber al Naimeh,Individual
#0003560,Abdulrahman Omair al Neaimi,Individual
#0003561,Abdulrahman Omair al Neaimi,Individual
#0003562,Abdulrahman Omair al Neaimi,Individual
#0003563,Abdulrahman Omair al Neaimi,Individual
#0003564,A. Rahman Omair J Alnaimi,Individual
#0003565,A. Rahman Omair J Alnaimi,Individual
#0003566,A. Rahman Omair J Alnaimi,Individual
#0003567,A. Rahman Omair J Alnaimi,Individual
#0003568,A. Rahman al-Naimi,Individual
#0003569,A. Rahman al-Naimi,Individual
#0003570,A. Rahman al-Naimi,Individual
#0003571,A. Rahman al-Naimi,Individual
#0003572,Abd al-Rahman bin 'Amir al-Na'imi,Individual
#0003573,Abd al-Rahman bin 'Amir al-Na'imi,Individual
#0003574,Abd al-Rahman bin 'Amir al-Na'imi,Individual
#0003575,Abd al-Rahman bin 'Amir al-Na'imi,Individual
#0003576,'Abd al-Rahman al-Nu'aimi,Individual
#0003577,'Abd al-Rahman al-Nu'aimi,Individual
#0003578,'Abd al-Rahman al-Nu'aimi,Individual
#0003579,'Abd al-Rahman al-Nu'aimi,Individual
#0003580,'Abd al-Rahman bin 'Amir al-Nu'aymi,Individual
#0003581,'Abd al-Rahman bin 'Amir al-Nu'aymi,Individual
#0003582,'Abd al-Rahman bin 'Amir al-Nu'aymi,Individual
#0003583,'Abd al-Rahman bin 'Amir al-Nu'aymi,Individual
#0003584,'Abdallah Muhammad al-Nu'aymi,Individual
#0003585,'Abdallah Muhammad al-Nu'aymi,Individual
#0003586,'Abdallah Muhammad al-Nu'aymi,Individual
#0003587,'Abdallah Muhammad al-Nu'aymi,Individual
#0003588,'Abd al-Rahman al-Nua'ymi,Individual
#0003589,'Abd al-Rahman al-Nua'ymi,Individual
#0003590,'Abd al-Rahman al-Nua'ymi,Individual
#0003591,'Abd al-Rahman al-Nua'ymi,Individual
#0003592,'Abd al-Rahman bin 'Amir al-Nu'imi,Individual
#0003593,'Abd al-Rahman bin 'Amir al-Nu'imi,Individual
#0003594,'Abd al-Rahman bin 'Amir al-Nu'imi,Individual
#0003595,'Abd al-Rahman bin 'Amir al-Nu'imi,Individual
#0000080,ABDALLAH AZZAM BRIGADES (AAB),Entity
#0000080,AAB,Entity
#0000080,Abdullah Azzam Brigades,Entity
#0000080,Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades,Entity
#0000080,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,Entity
#0000080,ABU SAYYAF GROUP,Entity
#0000080,Al Harakat Al Islamiyya,Entity
#0000080,AFGHAN SUPPORT COMMITTEE (ASC),Entity
#0000080,Ahya ul Turas,Entity
#0000080,Jamiat Ayat-ur-Rhas al Islamiac,Entity
#0000080,Jamiat Ihya ul Turath al Islamia,Entity
#0000080,Lajnat ul Masa Eidatul Afghania,Entity
#0000080,AL FURQAN,Entity
#0000080,Association for Citizens Rights and Resistance to Lies,Entity
#0000080,Association for Education Cultural and to Create Society -Sirat,Entity
#0000080,Association for Education Culture and Building Society-Sirat,Entity
#0000080,Association of Citizens for the Support of Truth and Supression of Lies,Entity
#0000080,Citizens' Association for Support and Prevention of lies - Furqan,Entity
#0000080,Dzemijetul Furkan,Entity
#0000080,Dzem'ijjetul Furqan,Entity
#0000080,Dzemilijati Furkan,Entity
#0000080,In Siratel,Entity
#0000080,Istikamet,Entity
#0000080,Sirat,Entity
#0003678,AL MOUAKAOUNE BIDDAM,Entity
#0003679,Ceux Qui Signent avec le Sang,Entity
#0003679,Les Signataires par le Sang,Entity
#0003681,Those Who Sign in Blood,Entity
#0003682,AL MOULATHAMOUN,Entity
#0003685,Les Enturbannes,Entity
#0003688,The Veiled,Entity
#0003682,AL MOURABITOUN,Entity
#0000080,Les Sentinelles,Entity
#0000080,The Sentinels,Entity
#0000080,AL RASHID TRUST,Entity
#0000080,"Aid Organization of the Ulema, Pakistan",Entity
#0000080,Al Ameen Trust,Entity
#0000080,Al Amin Trust,Entity
#0000080,Al Amin Welfare Trust,Entity
#0000080,Al Madina Trust,Entity
#0000080,Al Rasheed Trust,Entity
#0000080,Al-Ameen Trust,Entity
#0000080,Al-Madina Trust,Entity
#0000080,Al-Rasheed Trust,Entity
#0000080,Al-Rashid Trust,Entity
#0000080,AL-AKHTAR TRUST INTERNATIONAL,Entity
#0000080,Akhtarabad Medical Camp,Entity
#0000080,Al Akhtar Trust,Entity
#0000080,Al-Akhtar Medical Centre,Entity
#0000080,Azmat Pakistan Trust,Entity
#0000080,Azmat-e-Pakistan Trust,Entity
#0000080,Pakistan Relief Foundation,Entity
#0000080,Pakistani Relief Foundation,Entity
#0000080,AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION,Entity
#0000080,Al Haramain Al Masjed Al Aqsa,Entity
#0000080,Al Haramayn Al Masjid Al Aqsa,Entity
#0000080,Al Harammein Al Masjed Al-Aqsa Charity Foundation,Entity
#0000080,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,Entity
#0000080,AL-HARAMAIN FOUNDATION (PAKISTAN),Entity
#0000080,AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS),Entity
#0000080,AL-HARAMAIN (AFGHANISTAN BRANCH),Entity
#0000080,AL-HARAMAIN (ALBANIA BRANCH),Entity
#0000080,AL-HARAMAIN (BANGLADESH),Entity
#0000080,AL-HARAMAIN (ETHIOPIA BRANCH),Entity
#0000080,AL-HARAMAIN (THE NETHERLANDS BRANCH),Entity
#0000080,Stichting Al Haramain Humanitarian Aid,Entity
#0000080,AL-HARAMAYN FOUNDATION (KENYA),Entity
#0000080,AL-HARAMAYN FOUNDATION (TANZANIA),Entity
#0004687,AL-ITIHAAD AL-ISLAMIYA (AIAI),Entity
#0004688,AL-KAWTHAR MONEY EXCHANGE,Entity
#0000080,Al Kawthar Co.,Entity
#0000080,Al Kawthar Company,Entity
#0000080,Al-Kawthar Hawala,Entity
#0004692,AL-QAIDA,Entity
#0000080,Al Qaeda,Entity
#0000080,Al Qa'ida,Entity
#0000080,Islamic Army,Entity
#0000080,Islamic Salvation Foundation,Entity
#0000080,The Base,Entity
#0000080,The Group for the Preservation of the Holy Sites,Entity
#0000080,The Islamic Army for the Liberation of Holy Places,Entity
#0000080,The World Islamic Front for Jihad Against Jews and Crusaders,Entity
#0000080,Usama Bin Laden Network,Entity
#0000080,Usama Bin Laden Organization,Entity
#0004692,AL-QAIDA IN IRAQ,Entity
#0000080,Al-Qaida of Jihad in the Land of the Two Rivers,Entity
#0000080,al-Tawhid,Entity
#0000080,al-Zarqawi network,Entity
#0000080,AQI,Entity
#0000080,ISI,Entity
#0000080,Islamic State in Iraq and the Levant,Entity
#0000080,Islamic State of Iraq,Entity
#0000080,Jama'at Al-Tawhid Wa'al-Jihad,Entity
#0000080,JTJ,Entity
#0000080,Qaida of the Jihad in the Land of the Two Rivers,Entity
#0004714,Tanzeem Qa idat al Jihad/Bilad al Raafidaini,Entity
#0000080,Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn,Entity
#0000080,the Monotheism and Jihad Group,Entity
#0000080,The Organization Base of Jihad/Country of the Two Rivers,Entity
#0000080,The Organization Base of Jihad/Mesopotamia,Entity
#0004692,AL-QAIDA IN THE ARABIAN PENINSULA,Entity
#0000080,Al-Qaida in the South Arabian Peninsula,Entity
#0000080,Al-Qaida in Yemen (AQY),Entity
#0000080,Al-Qaida of Jihad Organization in the Arabian Peninsula,Entity
#0000080,Al-Qaida Organization in the Arabian Peninsula AQAP,Entity
#0000080,Ansar al-Shari'a AAS,Entity
#0000080,AQAP,Entity
#0000080,Tanzim Qa'idat al-Jihad fi Jazirat al-Arab,Entity
#0004687,ANSAR AL CHARIA BENGHAZI,Entity
#0004687,Ansar al Charia,Entity
#0004687,Ansar al Charia in Libya ASL,Entity
#0000080,Ansar al Sharia,Entity
#0000080,Ansar al-Charia,Entity
#0000080,Ansar al-Charia Benghazi,Entity
#0000080,Ansar al-Sharia,Entity
#0000080,Ansar al-Sharia Benghazi,Entity
#0004687,Katibat Ansar al Charia,Entity
#0004687,Ansar Al Charia Derna,Entity
#0000080,Ansar al-Charia Derna,Entity
#0000080,Ansar al-Sharia Derna,Entity
#0004687,ANSAR AL-ISLAM,Entity
#0000080,Ansar al-Sunna,Entity
#0000080,Ansar al-Sunna Army,Entity
#0000080,Devotees of Islam,Entity
#0000080,Followers of Islam in Kurdistan,Entity
#0000080,Jaish Ansar al-Sunna,Entity
#0000080,Jund al-Islam,Entity
#0000080,Kurdish Taliban,Entity
#0000080,Kurdistan Supporters of Islam,Entity
#0000080,Soldiers of God,Entity
#0000080,Soldiers of Islam,Entity
#0000080,Supporters of Islam in Kurdistan,Entity
#0000080,ANSAR AL-SHARI'A IN TUNISIA,Entity
#0000080,AAS-T,Entity
#0000080,Al-Qayrawan Media Foundation,Entity
#0000080,Ansar al-Sharia in Tunisia,Entity
#0000080,Ansar al-Shari'ah in Tunisia,Entity
#0000080,Supporters of Islamic Law,Entity
#0004687,ANSAR EDDINE,Entity
